timestamp,chat,from_city,to_city,volume_cbm,weight_ton,transport,cargo,price_usd,price_kzt,raw_text
2026-04-10 13:09:09,Грузы на ATI.SU | Казахстан,,,,4.0,реф,,,,"Нижнекамск — Сарань Груз: ТНП Кузов: рефрижератор, изотермический, фургон, цельнометалл. 4 т / 21.6 м³ Погрузка: 10 апреля Расстояние: 2028 км Ставка: 140000 руб, возможен торг"
2026-04-10 13:09:09,Грузы на ATI.SU | Казахстан,,,,4.0,реф,,,,"Нижнекамск — Сарань Груз: ТНП Кузов: рефрижератор, изотермический, фургон, цельнометалл. 4 т / 21.6 м³ Погрузка: 10 апреля Расстояние: 2028 км Ставка: 140000 руб, возможен торг"
2026-04-10 13:09:09,Грузы на ATI.SU | Казахстан,,,,20.0,тент,,,,Красненькая — Экибастуз Груз: ТНП Кузов: тентованный 20 т Погрузка: 14 апреля Расстояние: 2867 км Ставка: 250000 руб
2026-04-10 13:09:09,Грузы на ATI.SU | Казахстан,,,,61.0,,,,,Аксай — Хальтерн Груз: Автошины Кузов: фургон 9161 т / 9506 м³ Погрузка: 10 апреля Расстояние: 3954 км Ставка: 1000 руб
2026-04-10 13:09:10,Чат Нур Жолы (Хоргос КНР),Хоргос,Ходжант,,26.5,контейнер,,4400,,"Хоргос Ходжант (Шайдон) Нужный площадки 13,6 м 6 ось 26,5 тонн Контейнер 40фут Груз готов Погрузка сегодня Срочно Отдельный Инвоис  🚨🚨🚨🚨🚨🚨🚨🚨   4400$   87066306606 Азат"
2026-04-10 13:09:10,Чат Нур Жолы (Хоргос КНР),Хоргос,Темиртау,92,20.2,площадка,,2400,,"🚨🚨🚨Хоргос - Темиртау  92 куб 20,2 тонна 2400$  Хоргос - Темиртау  125 куб, 25 тонн 2 машины  3200$  Хоргос - Ташкент  150 куб 22 тонна  4200$  Хоргос - Джизак  105 куб 27 тонн  3100$  Хоргос - Владимир  Площадка 17 метр  Оборудование 20 т. ДШВ 16*2,9*3 8000$  Хоргос - Жезказган  Площадка 17 метр 5-6 осей. Оборудование 22-23 тонны. 2 машины   Хоргос - Тбилиси  Площадка 17 метр 6 осей. Оборудование 28 тонн. ДШВ 16*3*3 по морю . 13000$ 87772811628  ☎️ ☎️☎️☎️"
2026-04-10 13:09:10,Чат Нур Жолы (Хоргос КНР),"Куб
Хоргос",Москва,105,,,,6000,,105 куб Хоргос - Москва 6000$ Хозтовар +77058070070 105 куб Хоргос - Минск-Москва 6300$ Хозтовар
2026-04-10 13:09:10,Чат Нур Жолы (Хоргос КНР),Хоргос,Таджикистан,150,22.0,,,3400,,Хоргос Таджикистан (Пенджикент ) 92/96 20-22 тонн Фрахт 3400$  Хоргос Авганистан  145/150 куб 22-29 тонн  Хозка Фрахт 7300$  87474221729
2026-04-10 13:09:10,Чат Нур Жолы (Хоргос КНР),Хоргос,Ходжант,,26.5,контейнер,,4400,,"Хоргос Ходжант (Шайдон) Нужный площадки 13,6 м 6 ось 26,5 тонн Контейнер 40фут Груз готов Погрузка сегодня Срочно Отдельный Инвоис  🚨🚨🚨🚨🚨🚨🚨🚨   4400$   87066306606 Азат"
2026-04-10 13:09:10,Чат Нур Жолы (Хоргос КНР),Хоргос,Ташкент,150,,,,4200,,Хоргос Ташкент  150 Куб Фрахт 4200$  Левый ряд   Хоргос Ашхабад 145-150куб  5500$ чистыми  Левый ряд
2026-04-10 13:09:10,Чат Нур Жолы (Хоргос КНР),Алашанькоу,"Ташкент 
Нужен",120,,тент,,,,✅ Алашанькоу - Ташкент  Нужен ТЕНТ ——————————————— ✅ Алашанькоу - Санкт-Питербург Нужен ТЕНТ ——————————————— ✅ Алашанькоу - Москва  Нужен ТЕНТ  ——————————————— ✅ Алашанькоу - Липецк  Нужен ТЕНТ  ——————————————— ✅ Алашанькоу - Москва Нужен 120куб  ——————————————— ✅ Алашанькоу - Краснодар  Нужен 105куб 6-Ось ——————————————— ✅ Алашанькоу - Ташкент  Нужен 120куб ——————————————— 📞 контакт: 87757297977
2026-04-10 13:09:10,Чат Нур Жолы (Хоргос КНР),Хоргос,"Алматы

Гос",105,,,"ка срочно 1 авто ✅

РАСТОМОЖКА НЕТ✅",2300,,Хоргос-Алматы  Гос склад выезд завтра✅  92-96-105 куб 6 ось  25- Т  2300$  87711495714  Сейчас погрузка срочно 1 авто ✅  РАСТОМОЖКА НЕТ✅
2026-04-10 13:09:10,Чат Нур Жолы (Хоргос КНР),Алашанкоу Алматы,Нужен Тент,,5.0,тент,,,,"Алашанкоу Алматы нужен тент 92,96, груз электроника 5 тонн готов к погрузке +77022315930 хабарласып билиндер"
2026-04-10 13:09:10,Чат Нур Жолы (Хоргос КНР),Алашанкой Капан,Армения,,,,"готов 
Стандарт 
Нал 6500$",6500,,Алашанкой Капан Армения 15 го числа груз готов  Стандарт  Нал 6500$
2026-04-10 13:09:10,Чат Нур Жолы (Хоргос КНР),Хоргос,Алматы,,27.0,,,,,"Хоргос – Алматы 🇰🇿 92/96/105, 6 ось Груз: 27тонн Левый ряд  💰 Фрахт: 2300  🚛 Срочно нужна 1 машина"
2026-04-10 13:09:10,Чат Нур Жолы (Хоргос КНР),"Куб
Хоргос",Алмата,158,20.0,,,2800,,Нужен 158куб Хоргос-Алмата 🇰🇿 Вес 20тонна  Фрахт 2800$ прямой склад левый ряд  Фара:13999394550
2026-04-10 13:09:10,Чат Нур Жолы (Хоргос КНР),Хоргос,Турк,,,,,6200,,"Хоргос-туркіменстан,Ашқабатқа 145-куб 3-тандем керек срочно ‼️  Фрахты:6200$💸"
2026-04-10 13:09:10,Чат Нур Жолы (Хоргос КНР),Хоргос,Турк,,28.0,,"-28тонна 
Фрахты:6200$💸",6200,,"Хоргос-Туркіменстан,Балқанават 145-куб керек Груз-28тонна  Фрахты:6200$💸"
2026-04-10 13:09:15,Грузы на ATI.SU | Казахстан,,,,4.0,реф,,,,"Нижнекамск — Сарань Груз: ТНП Кузов: рефрижератор, изотермический, фургон, цельнометалл. 4 т / 23.4 м³ Погрузка: 10 апреля Расстояние: 2028 км Ставка: 140000 руб, возможен торг"
2026-04-10 13:09:19,Грузы на ATI.SU | Казахстан,,,,20.0,тент,,,,Петропавловск — Москва Груз: ТНП Кузов: тентованный 20 т / 90 м³ Погрузка: 10–15 апреля Расстояние: 2275 км Ставка: цена не указана
2026-04-10 13:09:35,Грузы на ATI.SU | Казахстан,,,,68.0,,,,,Оберзайцхайм — Аксай Груз: Автошины Кузов: фургон 3868 т / 1197 м³ Погрузка: 10 апреля Расстояние: 3992 км Ставка: 1000 руб
2026-04-10 13:09:35,💥CARGO DOSTYK💥,Алашонкоу-В Нукус,Нужна Тентовка,,18.0,тент,,,,С Алашонкоу-в Нукус нужна тентовка с адр 18т
2026-04-10 13:10:04,Грузы на ATI.SU | Казахстан,,,,72.0,,,,,Аксай — Байройт Груз: Автошины Кузов: фургон 5572 т / 8970 м³ Погрузка: 10 апреля Расстояние: 3753 км Ставка: 1000 руб
2026-04-10 13:10:04,Чат Нур Жолы (Хоргос КНР),Хоргос,Алматы,92,26.0,,,,,🚩Хоргос Алматы  92 куб  6 ось-6 маш 26 т Растаможка Алматы Очередь 2200  🚩Хоргос Алматы  160 куб 26 т Выезд  Кальжат 2500  🚩Хоргос Бухара  17 м 6 ось 26-28 т 4200  🚩Хоргос Ташкент 17 м 6 ось 2 маш 3500
2026-04-10 13:10:42,Грузы на ATI.SU | Казахстан,Большое,Верево,,55.0,"тент, контейнер",,,,"Большое Верево — Хромтау Груз: Вентиляционные рукава Кузов: тентованный, контейнер, изотермический, фургон, цельнометалл. 3.55 т Погрузка: 13 апреля Расстояние: 2557 км Ставка: 60000 руб"
2026-04-10 13:10:42,Чат Нур Жолы (Хоргос КНР),Хоргос,Ходжант,,26.5,контейнер,,4400,,"Хоргос Ходжант (Шайдон) Нужный площадки 13,6 м 6 ось 26,5 тонн Контейнер 40фут Груз готов Погрузка сегодня Срочно Отдельный Инвоис  🚨🚨🚨🚨🚨🚨🚨🚨   4400$   87066306606 Азат"
2026-04-10 13:10:42,Грузы на ATI.SU | Казахстан,,,,0.0,тент,,,,"Нижнекамск — Сарань Груз: Изделия из резины Кузов: тентованный, цельнометалл. 3100 т / 32 м³ Погрузка: 10 апреля Расстояние: 2028 км Ставка: цена не указана"
2026-04-10 13:11:59,Грузы на ATI.SU | Казахстан,Большое,Верево,,55.0,"тент, контейнер",,,,"Большое Верево — Хромтау Груз: Вентиляционные рукава Кузов: тентованный, контейнер, изотермический, фургон, цельнометалл. 3.55 т Погрузка: 13–15 апреля Расстояние: 2557 км Ставка: 60000 руб"
2026-04-10 13:13:57,Грузы на ATI.SU | Казахстан,Большое,Верево,,55.0,"тент, контейнер",,,,"Большое Верево — Хромтау Груз: Оборудование и запчасти Кузов: контейнер, тентованный, изотермический, фургон, цельнометалл. 3.55 т Погрузка: 13–15 апреля Расстояние: 2557 км Ставка: 80000 руб"
2026-04-10 13:14:08,Грузы на ATI.SU | Казахстан,,,,16.0,"тент, площадка",,,,"Колпино — Шымкент Груз: труба 1420 с ложементами Кузов: тентованный, бортовой, открытый конт., самосвал, шаланда, площадка без бортов 16 т Погрузка: 10 апреля Расстояние: 3965 км Ставка: цена не указана"
2026-04-10 13:14:37,Грузы на ATI.SU | Казахстан,,,,1.0,"тент, контейнер",,,20000,"Астана — Петропавловск Груз: Гранула полиэтилена Кузов: тентованный, контейнер, изотермический, фургон, цельнометалл. 1 т / 1 м³ Погрузка: 10 апреля Расстояние: 501 км Ставка: 20000 тенге"
2026-04-10 13:15:00,Грузы на ATI.SU | Казахстан,Санкт,Петербург,,16.0,тент,,,1400000,Санкт-Петербург — Астана Груз: паллеты Кузов: тентованный 16 т / 92 м³ Погрузка: 13 апреля Расстояние: 3455 км Ставка: 1400000 тенге
2026-04-10 13:15:36,WhatsApp,Алашанькоу,"Москва
Нужен",120,22.0,"тент, площадка",,8200,,"[21:53, 07.04.2026] +7 707 397 4662: ⚠️📢 СРОЧНО 📢⚠️ Дулата🇨🇳Минск🇧🇾Москва🇷🇺 120куб-125куб 🔥8200$💰 -100$ камиссия 💵  22 тонн товар⚖️ ХозТовары  2-3 выгрузка ☎️ 87073974662 [21:53, 07.04.2026] +7 708 974 3921: Алашанькоу-Москва Нужен:Тент Груз: Оборудование  Груз:Готов  87089743921 [22:02, 07.04.2026] +7 747 228 8397: ⭕️Хоргос >>>> Караганды  Нужен 125/130/140/ куб тандем Груз 15 тонн Фрахт 3200$   ⭕️ ХОРГОС >>>>КАРАГАНДА Нужен 96/105 Груз 15 тонн Фрахт 2300$ 87754154190 87754154190 [22:09, 07.04.2026] +7 775 619 9961: Хоргос-Алматы 92-96 куб.            1 авто Груз 23,1 тонны Растаможка Алматы Фрахт 2000$   Хоргос-Ташкент 92-96 куб               1 авто Груз 18-22 тонн  Погрузка в Хоргос Выезд через Калжат на второй день Фрахт 2850$  📞87756199961 [22:12, 07.04.2026] +7 707 397 4662: 🇨🇳🚛 *Кольжат — Тольятти — Москва* 🇷🇺 120куб 6500💰 📦 Объём: 105 куб ⚖️ Вес: 21 т 📍 Выгрузка: 1–2 точки 💰 С дозволом: *5100$* 💰 Без дозвола *4600$* ☎️ 87073974662 [22:12, 07.04.2026] +7 707 397 4662: ⚠️📢 СРОЧНО📢⚠️ ХОРГОС 🇨🇳- МИНСК 🇧🇾- МОСКВА🇷🇺 120/130м³ 22-23т хозка⚖️ левый ряд📜 5-7 машин🚛 СРОЧНО ГРУЗ ГОТОВ  СТАВКА ВЫШЕ РЫНКА  ЗВОНИТЕ , ДОГОВОРИМСЯ ЕЖЕДНЕВНО  ХОРГОС 🇨🇳- БАКУ 120/130м³  23-24т хозка⚖️ по суше / паром  3-4 машины🚚 левый ряд📜 расходы с клиента СРОЧНО ЕЖЕДНЕВНО  ХОРГОС🇨🇳 - ТОЛЬЯТТИ🇷🇺 - МОСКВА🇷🇺 105/120/130м³ хозка 20-23т⚖️ левый ряд📜 сопровод , скорость ПОСТОЯННО  ☎️  87073974662 [22:12, 07.04.2026] +7 707 397 4662: ⚠️📢 СРОЧНО📢⚠️ Калжат🇨🇳Москва🇷🇺 С Дозволом📜❗ 120 куб 18-20 тонн⚖️ ХозТовары  7400$💰 -100 камиссия  4 авто🚛  Калжат🇨🇳Минск🇧🇾Москва🇷🇺 120 куб ХозТовары  18-20тонн⚖️ 7900$💰 -100 камиссия  4 авто🚚 [22:12, 07.04.2026] +7 707 397 4662: ⚠️📢 СРОЧНО 📢⚠️ Дулата🇨🇳Минск🇧🇾Москва🇷🇺 120куб-125куб 🔥8200$💰 -100$ камиссия 💵  22 тонн товар⚖️ ХозТовары  2-3 выгрузка ☎️ 87073974662 [22:13, 07.04.2026] +7 775 619 9961: Хоргос-Шымкент 145-150 куб  Груз 8 тонна  Прямой склад  Фрахт 2900$   Хоргос-Туркестан 130-140 куб  2 авто  Груз 28 тонн Фрахт 3200$  Хоргос-Алматы 150 куб  Груз 31 тонна  Выезд левый ряд  Прямой склад  Фрахт 2600$  Хоргос-Алматы 92-96 куб 1 авто Груз 23,1 тонны Растаможка Алматы Фрахт 1900$ [22:13, 07.04.2026] +7 707 964 6205: Бахты Москва  17 метр площадка Груз оборудования  Срочно 🔥🔥🔥 [22:43, 07.04.2026] +7 707 858 5410: Делаем страховку на авто которые находятся в Китае 24/7 Цена - 368 юаней в тенге 27.600тг Обращаться по номеру:  +7 7078585410 +77076708461 [22:45, 07.04.2026] +7 775 364 8888: 🆘🆘🆘🆘 по фрахту договоримся 🆘🆘🆘 🇨🇳🇰🇿🇷🇺 🚛🚛🚛🇨🇳🇰🇿🇷🇺   Калжат-Москва 120 без дозвола ТНП 20-22 тон Нужно на скорости Выезд калжат 🔥за фрахтом в личку🔥  🇨🇳🇰🇿🇷🇺 🚛🚛🚛🇨🇳🇰🇿🇷🇺   Хоргос-Минск-Москва 130 дозвол🇧🇾 120 дозвол🇧🇾 Тнп 20-22 тонн  Растаможка Минск 🔥за фрахтом в личку🔥 [23:18, 07.04.2026] +7 778 356 9188: Здравствуйте, уважаемые бизнесмены! Я занимаюсь логистикой и доставкой фруктов из Хоргосса. Осуществляю отправки в Алматы, Шымкент, Ташкент, Москву и другие города. Если вам нужны фрукты или картофель, обращайтесь ко мне! Телефон: +77783569188 [00:12, 08.04.2026] +7 707 397 4662: 🇨🇳🚛 *Кольжат — Тольятти — Москва* 🇷🇺 120куб 6500💰 📦 Объём: 105 куб ⚖️ Вес: 21 т 📍 Выгрузка: 1–2 точки 💰 С дозволом: *5100$* 💰 Без дозвола *4600$* ☎️ 87073974662 [00:13, 08.04.2026] +7 707 397 4662: ⚠️📢 СРОЧНО📢⚠️ ХОРГОС 🇨🇳- МИНСК 🇧🇾- МОСКВА🇷🇺 120/130м³ 22-23т хозка⚖️ левый ряд📜 5-7 машин🚛 СРОЧНО ГРУЗ ГОТОВ  СТАВКА ВЫШЕ РЫНКА  ЗВОНИТЕ , ДОГОВОРИМСЯ ЕЖЕДНЕВНО  ХОРГОС 🇨🇳- БАКУ 120/130м³  23-24т хозка⚖️ по суше / паром  3-4 машины🚚 левый ряд📜 расходы с клиента СРОЧНО ЕЖЕДНЕВНО  ХОРГОС🇨🇳 - ТОЛЬЯТТИ🇷🇺 - МОСКВА🇷🇺 105/120/130м³ хозка 20-23т⚖️ левый ряд📜 сопровод , скорость ПОСТОЯННО  ☎️  87073974662"
2026-04-10 13:15:38,WhatsApp,Алашанькоу,"Москва
Нужен",120,22.0,"тент, площадка",,8200,,"[21:53, 07.04.2026] +7 707 397 4662: ⚠️📢 СРОЧНО 📢⚠️ Дулата🇨🇳Минск🇧🇾Москва🇷🇺 120куб-125куб 🔥8200$💰 -100$ камиссия 💵  22 тонн товар⚖️ ХозТовары  2-3 выгрузка ☎️ 87073974662 [21:53, 07.04.2026] +7 708 974 3921: Алашанькоу-Москва Нужен:Тент Груз: Оборудование  Груз:Готов  87089743921 [22:02, 07.04.2026] +7 747 228 8397: ⭕️Хоргос >>>> Караганды  Нужен 125/130/140/ куб тандем Груз 15 тонн Фрахт 3200$   ⭕️ ХОРГОС >>>>КАРАГАНДА Нужен 96/105 Груз 15 тонн Фрахт 2300$ 87754154190 87754154190 [22:09, 07.04.2026] +7 775 619 9961: Хоргос-Алматы 92-96 куб.            1 авто Груз 23,1 тонны Растаможка Алматы Фрахт 2000$   Хоргос-Ташкент 92-96 куб               1 авто Груз 18-22 тонн  Погрузка в Хоргос Выезд через Калжат на второй день Фрахт 2850$  📞87756199961 [22:12, 07.04.2026] +7 707 397 4662: 🇨🇳🚛 *Кольжат — Тольятти — Москва* 🇷🇺 120куб 6500💰 📦 Объём: 105 куб ⚖️ Вес: 21 т 📍 Выгрузка: 1–2 точки 💰 С дозволом: *5100$* 💰 Без дозвола *4600$* ☎️ 87073974662 [22:12, 07.04.2026] +7 707 397 4662: ⚠️📢 СРОЧНО📢⚠️ ХОРГОС 🇨🇳- МИНСК 🇧🇾- МОСКВА🇷🇺 120/130м³ 22-23т хозка⚖️ левый ряд📜 5-7 машин🚛 СРОЧНО ГРУЗ ГОТОВ  СТАВКА ВЫШЕ РЫНКА  ЗВОНИТЕ , ДОГОВОРИМСЯ ЕЖЕДНЕВНО  ХОРГОС 🇨🇳- БАКУ 120/130м³  23-24т хозка⚖️ по суше / паром  3-4 машины🚚 левый ряд📜 расходы с клиента СРОЧНО ЕЖЕДНЕВНО  ХОРГОС🇨🇳 - ТОЛЬЯТТИ🇷🇺 - МОСКВА🇷🇺 105/120/130м³ хозка 20-23т⚖️ левый ряд📜 сопровод , скорость ПОСТОЯННО  ☎️  87073974662 [22:12, 07.04.2026] +7 707 397 4662: ⚠️📢 СРОЧНО📢⚠️ Калжат🇨🇳Москва🇷🇺 С Дозволом📜❗ 120 куб 18-20 тонн⚖️ ХозТовары  7400$💰 -100 камиссия  4 авто🚛  Калжат🇨🇳Минск🇧🇾Москва🇷🇺 120 куб ХозТовары  18-20тонн⚖️ 7900$💰 -100 камиссия  4 авто🚚 [22:12, 07.04.2026] +7 707 397 4662: ⚠️📢 СРОЧНО 📢⚠️ Дулата🇨🇳Минск🇧🇾Москва🇷🇺 120куб-125куб 🔥8200$💰 -100$ камиссия 💵  22 тонн товар⚖️ ХозТовары  2-3 выгрузка ☎️ 87073974662 [22:13, 07.04.2026] +7 775 619 9961: Хоргос-Шымкент 145-150 куб  Груз 8 тонна  Прямой склад  Фрахт 2900$   Хоргос-Туркестан 130-140 куб  2 авто  Груз 28 тонн Фрахт 3200$  Хоргос-Алматы 150 куб  Груз 31 тонна  Выезд левый ряд  Прямой склад  Фрахт 2600$  Хоргос-Алматы 92-96 куб 1 авто Груз 23,1 тонны Растаможка Алматы Фрахт 1900$ [22:13, 07.04.2026] +7 707 964 6205: Бахты Москва  17 метр площадка Груз оборудования  Срочно 🔥🔥🔥 [22:43, 07.04.2026] +7 707 858 5410: Делаем страховку на авто которые находятся в Китае 24/7 Цена - 368 юаней в тенге 27.600тг Обращаться по номеру:  +7 7078585410 +77076708461 [22:45, 07.04.2026] +7 775 364 8888: 🆘🆘🆘🆘 по фрахту договоримся 🆘🆘🆘 🇨🇳🇰🇿🇷🇺 🚛🚛🚛🇨🇳🇰🇿🇷🇺   Калжат-Москва 120 без дозвола ТНП 20-22 тон Нужно на скорости Выезд калжат 🔥за фрахтом в личку🔥  🇨🇳🇰🇿🇷🇺 🚛🚛🚛🇨🇳🇰🇿🇷🇺   Хоргос-Минск-Москва 130 дозвол🇧🇾 120 дозвол🇧🇾 Тнп 20-22 тонн  Растаможка Минск 🔥за фрахтом в личку🔥 [23:18, 07.04.2026] +7 778 356 9188: Здравствуйте, уважаемые бизнесмены! Я занимаюсь логистикой и доставкой фруктов из Хоргосса. Осуществляю отправки в Алматы, Шымкент, Ташкент, Москву и другие города. Если вам нужны фрукты или картофель, обращайтесь ко мне! Телефон: +77783569188 [00:12, 08.04.2026] +7 707 397 4662: 🇨🇳🚛 *Кольжат — Тольятти — Москва* 🇷🇺 120куб 6500💰 📦 Объём: 105 куб ⚖️ Вес: 21 т 📍 Выгрузка: 1–2 точки 💰 С дозволом: *5100$* 💰 Без дозвола *4600$* ☎️ 87073974662 [00:13, 08.04.2026] +7 707 397 4662: ⚠️📢 СРОЧНО📢⚠️ ХОРГОС 🇨🇳- МИНСК 🇧🇾- МОСКВА🇷🇺 120/130м³ 22-23т хозка⚖️ левый ряд📜 5-7 машин🚛 СРОЧНО ГРУЗ ГОТОВ  СТАВКА ВЫШЕ РЫНКА  ЗВОНИТЕ , ДОГОВОРИМСЯ ЕЖЕДНЕВНО  ХОРГОС 🇨🇳- БАКУ 120/130м³  23-24т хозка⚖️ по суше / паром  3-4 машины🚚 левый ряд📜 расходы с клиента СРОЧНО ЕЖЕДНЕВНО  ХОРГОС🇨🇳 - ТОЛЬЯТТИ🇷🇺 - МОСКВА🇷🇺 105/120/130м³ хозка 20-23т⚖️ левый ряд📜 сопровод , скорость ПОСТОЯННО  ☎️  87073974662"
2026-04-10 13:15:39,WhatsApp,Алашанькоу,"Москва
Нужен",120,22.0,"тент, площадка",,8200,,"[21:53, 07.04.2026] +7 707 397 4662: ⚠️📢 СРОЧНО 📢⚠️ Дулата🇨🇳Минск🇧🇾Москва🇷🇺 120куб-125куб 🔥8200$💰 -100$ камиссия 💵  22 тонн товар⚖️ ХозТовары  2-3 выгрузка ☎️ 87073974662 [21:53, 07.04.2026] +7 708 974 3921: Алашанькоу-Москва Нужен:Тент Груз: Оборудование  Груз:Готов  87089743921 [22:02, 07.04.2026] +7 747 228 8397: ⭕️Хоргос >>>> Караганды  Нужен 125/130/140/ куб тандем Груз 15 тонн Фрахт 3200$   ⭕️ ХОРГОС >>>>КАРАГАНДА Нужен 96/105 Груз 15 тонн Фрахт 2300$ 87754154190 87754154190 [22:09, 07.04.2026] +7 775 619 9961: Хоргос-Алматы 92-96 куб.            1 авто Груз 23,1 тонны Растаможка Алматы Фрахт 2000$   Хоргос-Ташкент 92-96 куб               1 авто Груз 18-22 тонн  Погрузка в Хоргос Выезд через Калжат на второй день Фрахт 2850$  📞87756199961 [22:12, 07.04.2026] +7 707 397 4662: 🇨🇳🚛 *Кольжат — Тольятти — Москва* 🇷🇺 120куб 6500💰 📦 Объём: 105 куб ⚖️ Вес: 21 т 📍 Выгрузка: 1–2 точки 💰 С дозволом: *5100$* 💰 Без дозвола *4600$* ☎️ 87073974662 [22:12, 07.04.2026] +7 707 397 4662: ⚠️📢 СРОЧНО📢⚠️ ХОРГОС 🇨🇳- МИНСК 🇧🇾- МОСКВА🇷🇺 120/130м³ 22-23т хозка⚖️ левый ряд📜 5-7 машин🚛 СРОЧНО ГРУЗ ГОТОВ  СТАВКА ВЫШЕ РЫНКА  ЗВОНИТЕ , ДОГОВОРИМСЯ ЕЖЕДНЕВНО  ХОРГОС 🇨🇳- БАКУ 120/130м³  23-24т хозка⚖️ по суше / паром  3-4 машины🚚 левый ряд📜 расходы с клиента СРОЧНО ЕЖЕДНЕВНО  ХОРГОС🇨🇳 - ТОЛЬЯТТИ🇷🇺 - МОСКВА🇷🇺 105/120/130м³ хозка 20-23т⚖️ левый ряд📜 сопровод , скорость ПОСТОЯННО  ☎️  87073974662 [22:12, 07.04.2026] +7 707 397 4662: ⚠️📢 СРОЧНО📢⚠️ Калжат🇨🇳Москва🇷🇺 С Дозволом📜❗ 120 куб 18-20 тонн⚖️ ХозТовары  7400$💰 -100 камиссия  4 авто🚛  Калжат🇨🇳Минск🇧🇾Москва🇷🇺 120 куб ХозТовары  18-20тонн⚖️ 7900$💰 -100 камиссия  4 авто🚚 [22:12, 07.04.2026] +7 707 397 4662: ⚠️📢 СРОЧНО 📢⚠️ Дулата🇨🇳Минск🇧🇾Москва🇷🇺 120куб-125куб 🔥8200$💰 -100$ камиссия 💵  22 тонн товар⚖️ ХозТовары  2-3 выгрузка ☎️ 87073974662 [22:13, 07.04.2026] +7 775 619 9961: Хоргос-Шымкент 145-150 куб  Груз 8 тонна  Прямой склад  Фрахт 2900$   Хоргос-Туркестан 130-140 куб  2 авто  Груз 28 тонн Фрахт 3200$  Хоргос-Алматы 150 куб  Груз 31 тонна  Выезд левый ряд  Прямой склад  Фрахт 2600$  Хоргос-Алматы 92-96 куб 1 авто Груз 23,1 тонны Растаможка Алматы Фрахт 1900$ [22:13, 07.04.2026] +7 707 964 6205: Бахты Москва  17 метр площадка Груз оборудования  Срочно 🔥🔥🔥 [22:43, 07.04.2026] +7 707 858 5410: Делаем страховку на авто которые находятся в Китае 24/7 Цена - 368 юаней в тенге 27.600тг Обращаться по номеру:  +7 7078585410 +77076708461 [22:45, 07.04.2026] +7 775 364 8888: 🆘🆘🆘🆘 по фрахту договоримся 🆘🆘🆘 🇨🇳🇰🇿🇷🇺 🚛🚛🚛🇨🇳🇰🇿🇷🇺   Калжат-Москва 120 без дозвола ТНП 20-22 тон Нужно на скорости Выезд калжат 🔥за фрахтом в личку🔥  🇨🇳🇰🇿🇷🇺 🚛🚛🚛🇨🇳🇰🇿🇷🇺   Хоргос-Минск-Москва 130 дозвол🇧🇾 120 дозвол🇧🇾 Тнп 20-22 тонн  Растаможка Минск 🔥за фрахтом в личку🔥 [23:18, 07.04.2026] +7 778 356 9188: Здравствуйте, уважаемые бизнесмены! Я занимаюсь логистикой и доставкой фруктов из Хоргосса. Осуществляю отправки в Алматы, Шымкент, Ташкент, Москву и другие города. Если вам нужны фрукты или картофель, обращайтесь ко мне! Телефон: +77783569188 [00:12, 08.04.2026] +7 707 397 4662: 🇨🇳🚛 *Кольжат — Тольятти — Москва* 🇷🇺 120куб 6500💰 📦 Объём: 105 куб ⚖️ Вес: 21 т 📍 Выгрузка: 1–2 точки 💰 С дозволом: *5100$* 💰 Без дозвола *4600$* ☎️ 87073974662 [00:13, 08.04.2026] +7 707 397 4662: ⚠️📢 СРОЧНО📢⚠️ ХОРГОС 🇨🇳- МИНСК 🇧🇾- МОСКВА🇷🇺 120/130м³ 22-23т хозка⚖️ левый ряд📜 5-7 машин🚛 СРОЧНО ГРУЗ ГОТОВ  СТАВКА ВЫШЕ РЫНКА  ЗВОНИТЕ , ДОГОВОРИМСЯ ЕЖЕДНЕВНО  ХОРГОС 🇨🇳- БАКУ 120/130м³  23-24т хозка⚖️ по суше / паром  3-4 машины🚚 левый ряд📜 расходы с клиента СРОЧНО ЕЖЕДНЕВНО  ХОРГОС🇨🇳 - ТОЛЬЯТТИ🇷🇺 - МОСКВА🇷🇺 105/120/130м³ хозка 20-23т⚖️ левый ряд📜 сопровод , скорость ПОСТОЯННО  ☎️  87073974662"
